action_id,inspection_id,incident_id,action_description,action_description_hindi,assigned_to,assigned_date,due_date,completion_date,status,priority,verification_required,verified_by,verification_date,delay_reason
CA-01253,INS-JH-001-0293,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-06-07,2023-07-13,2023-07-13,Completed,High,True,Sita Devi,2023-07-14,
CA-01254,INS-OD-001-4671,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-01-20,2023-03-13,,Open,Medium,False,,,
CA-01255,INS-OD-001-4049,INC-JH-001-227,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-02-04,2023-03-13,2023-03-15,In Progress,Medium,True,Rajesh Kumar,2023-03-16,
CA-01256,INS-OD-001-0854,INC-OD-001-185,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-03-23,2023-04-10,2023-04-10,In Progress,Medium,True,Rajesh Kumar,2023-04-11,
CA-01257,INS-JH-001-3715,INC-JH-002-074,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-12-30,2024-02-08,2024-02-09,In Progress,Low,True,Rajesh Kumar,2024-02-10,
CA-01258,INS-JH-001-2233,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-04-07,2023-05-25,2023-05-21,Escalated,Critical,False,,,
CA-01259,INS-OD-001-2218,INC-JH-002-248,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-09-19,2023-10-18,2023-10-13,In Progress,Medium,True,Sita Devi,2023-10-14,
CA-01260,INS-OD-001-2387,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-05-18,2023-06-19,2023-06-20,Escalated,Low,True,Rajesh Kumar,2023-06-21,
CA-01261,INS-JH-001-3625,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-09-06,2023-09-29,,In Progress,Low,False,,,
CA-01262,INS-JH-002-3915,INC-JH-001-134,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-09-29,2023-10-13,2023-10-19,Escalated,Critical,True,Sita Devi,2023-10-20,
CA-01263,INS-JH-001-3063,INC-JH-001-050,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-06-24,2023-08-08,2023-08-05,Rejected,High,False,,,
CA-01264,INS-JH-001-3894,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-07-29,2023-08-10,2023-08-05,Rejected,High,True,Rajesh Kumar,2023-08-06,
CA-01265,INS-OD-001-1827,INC-JH-001-074,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-07-09,2023-08-05,2023-08-11,In Progress,Critical,False,,,
CA-01266,INS-OD-001-2659,INC-JH-001-002,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-05-31,2023-06-15,,In Progress,Medium,False,,,
CA-01267,INS-OD-001-4029,INC-OD-001-213,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-08-17,2023-10-14,2023-10-11,Open,Critical,True,Rajesh Kumar,2023-10-12,
CA-01268,INS-JH-001-0700,INC-OD-001-003,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-03-25,2023-04-14,2023-04-14,In Progress,High,True,Rajesh Kumar,2023-04-15,
CA-01269,INS-JH-001-4047,INC-JH-002-164,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-12-26,2024-01-23,2024-01-22,Overdue,Critical,True,Rajesh Kumar,2024-01-23,Equipment unavailability
CA-01270,INS-JH-001-3240,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-06-10,2023-07-24,2023-07-24,In Progress,Medium,True,Sita Devi,2023-07-25,
CA-01271,INS-JH-001-2281,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-10-20,2023-11-23,2023-11-19,Rejected,Critical,True,Sita Devi,2023-11-20,
CA-01272,INS-OD-001-1559,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-06-29,2023-07-12,2023-07-07,Escalated,Critical,False,,,
CA-01273,INS-JH-001-4349,INC-JH-002-190,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-06-24,2023-08-06,2023-08-12,Escalated,Low,True,Rajesh Kumar,2023-08-13,
CA-01274,INS-OD-001-1269,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-04-27,2023-06-14,2023-06-17,In Progress,High,True,Sita Devi,2023-06-18,
CA-01275,INS-JH-001-0656,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-12-16,2024-01-26,2024-01-22,Escalated,Critical,False,,,
CA-01276,INS-OD-001-3351,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-12-03,2024-01-08,2024-01-09,Escalated,Medium,False,,,
CA-01277,INS-OD-001-3279,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-10-29,2023-12-02,,Rejected,Critical,False,,,
CA-01278,INS-JH-001-1514,INC-JH-002-292,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-01-18,2023-02-14,2023-02-21,Completed,Medium,True,Sita Devi,2023-02-22,
CA-01279,INS-JH-002-1163,INC-JH-001-277,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-04-09,2023-04-25,2023-04-22,In Progress,Critical,True,Rajesh Kumar,2023-04-23,
CA-01280,INS-JH-002-4397,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-11-07,2023-12-13,2023-12-11,In Progress,Critical,True,Rajesh Kumar,2023-12-12,
CA-01281,INS-OD-001-3229,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-10-28,2023-11-29,,Overdue,High,False,,,Equipment unavailability
CA-01282,INS-OD-001-1480,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-12-07,2023-12-14,2023-12-15,Completed,Low,True,Sita Devi,2023-12-16,
CA-01283,INS-JH-001-3999,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-09-03,2023-11-02,2023-11-09,Completed,Low,False,,,
CA-01284,INS-JH-001-2226,INC-JH-001-023,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-06-02,2023-07-10,2023-07-18,In Progress,High,True,Sita Devi,2023-07-19,
CA-01285,INS-JH-001-0113,INC-JH-001-077,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-11-06,2023-12-02,,In Progress,High,False,,,
CA-01286,INS-JH-001-0998,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-11-28,2023-12-27,2023-12-27,In Progress,Low,True,Rajesh Kumar,2023-12-28,
CA-01287,INS-OD-001-3071,INC-JH-001-089,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-01-05,2023-02-26,2023-03-02,Escalated,Low,True,Sita Devi,2023-03-03,
CA-01288,INS-JH-002-4704,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-02-10,2023-03-15,,In Progress,Medium,False,,,
CA-01289,INS-JH-001-4177,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-03-13,2023-04-25,,In Progress,Medium,False,,,
CA-01290,INS-JH-002-3466,INC-JH-001-093,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-02-22,2023-03-27,2023-03-23,Overdue,High,True,Sita Devi,2023-03-24,Parts not available
CA-01291,INS-OD-001-0517,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-12-26,2024-01-17,2024-01-12,Completed,Medium,True,Rajesh Kumar,2024-01-13,
CA-01292,INS-OD-001-3699,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-06-01,2023-07-02,,Completed,Low,False,,,
CA-01293,INS-JH-001-0896,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-05-01,2023-06-06,2023-06-08,In Progress,High,True,Sita Devi,2023-06-09,
CA-01294,INS-OD-001-0365,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-12-01,2023-12-23,2023-12-24,In Progress,High,True,Rajesh Kumar,2023-12-25,
CA-01295,INS-JH-001-2683,INC-JH-002-295,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-05-05,2023-05-25,2023-05-20,In Progress,High,True,Sita Devi,2023-05-21,
CA-01296,INS-OD-001-0733,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-10-06,2023-10-13,2023-10-20,Overdue,High,True,Sita Devi,2023-10-21,Waiting for approval
CA-01297,INS-JH-002-3956,INC-OD-001-193,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-09-14,2023-10-13,2023-10-11,In Progress,Critical,True,Rajesh Kumar,2023-10-12,
CA-01298,INS-OD-001-0781,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-01-29,2023-03-02,2023-03-04,Escalated,Critical,False,,,
CA-01299,INS-OD-001-2626,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-12-30,2024-01-27,,Completed,Low,False,,,
CA-01300,INS-JH-001-1808,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-06-06,2023-07-03,,Completed,Low,False,,,
CA-01301,INS-OD-001-4547,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-02-02,2023-02-26,2023-02-23,Escalated,Low,True,Rajesh Kumar,2023-02-24,
CA-01302,INS-OD-001-0204,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-06-07,2023-07-30,,Rejected,Low,False,,,
CA-01303,INS-JH-002-4130,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-09-28,2023-10-11,,Escalated,Critical,False,,,
CA-01304,INS-JH-002-2921,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-07-24,2023-08-12,,Completed,High,False,,,
CA-01305,INS-JH-002-4520,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-10-13,2023-10-28,2023-11-02,Rejected,High,True,Sita Devi,2023-11-03,
CA-01306,INS-JH-001-1221,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-12-18,2023-12-30,2023-12-25,In Progress,Critical,True,Sita Devi,2023-12-26,
CA-01307,INS-JH-002-3755,INC-JH-002-063,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-03-09,2023-04-22,2023-04-29,In Progress,Critical,True,Sita Devi,2023-04-30,
CA-01308,INS-JH-002-3628,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-04-29,2023-05-12,2023-05-13,Overdue,Critical,True,Rajesh Kumar,2023-05-14,Equipment unavailability
CA-01309,INS-JH-002-1346,INC-JH-001-172,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-11-07,2024-01-05,,Rejected,Critical,False,,,
CA-01310,INS-OD-001-0667,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-11-25,2024-01-14,2024-01-19,Rejected,Medium,True,Sita Devi,2024-01-20,
CA-01311,INS-OD-001-1075,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-02-09,2023-04-06,2023-04-11,Rejected,Critical,False,,,
CA-01312,INS-JH-001-3865,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-10-20,2023-11-12,2023-11-21,Escalated,High,False,,,
CA-01313,INS-OD-001-0425,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-05-07,2023-06-22,,Open,Low,False,,,
CA-01314,INS-JH-001-3343,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-04-03,2023-05-21,2023-05-26,Open,Critical,True,Sita Devi,2023-05-27,
CA-01315,INS-OD-001-1276,INC-JH-001-204,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-06-07,2023-06-14,2023-06-20,Escalated,Low,False,,,
